population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,560,Oregon,1,Male,20,75-79 years,492,Rheumatic heart disease,1,Number,2023,6.297055345682002,7.453739270420088,5.160475930491686
1,All Population,1,Deaths,560,Oregon,2,Female,20,75-79 years,492,Rheumatic heart disease,1,Number,2023,11.09244935024847,13.453316446064576,8.988022115389569
1,All Population,1,Deaths,560,Oregon,1,Male,20,75-79 years,492,Rheumatic heart disease,2,Percent,2023,0.002025290550439045,0.0023971169637770668,0.0016993083483257281
1,All Population,1,Deaths,560,Oregon,2,Female,20,75-79 years,492,Rheumatic heart disease,2,Percent,2023,0.004248537219060539,0.00514326396511843,0.003487568005494643
1,All Population,1,Deaths,560,Oregon,1,Male,20,75-79 years,492,Rheumatic heart disease,3,Rate,2023,8.114198181443165,9.604666675586246,6.649635760195432
1,All Population,1,Deaths,560,Oregon,2,Female,20,75-79 years,492,Rheumatic heart disease,3,Rate,2023,12.532640024335866,15.200030834328583,10.15498400273732
1,All Population,1,Deaths,560,Oregon,1,Male,21,80+ years,492,Rheumatic heart disease,1,Number,2023,20.53653758655511,24.950542660480593,15.830011182715987
1,All Population,1,Deaths,560,Oregon,2,Female,21,80+ years,492,Rheumatic heart disease,1,Number,2023,48.60389546847458,60.63543249783638,35.899773786456734
1,All Population,1,Deaths,560,Oregon,1,Male,21,80+ years,492,Rheumatic heart disease,2,Percent,2023,0.0025201899698370205,0.0030475465777593047,0.0019104008192418961
1,All Population,1,Deaths,560,Oregon,2,Female,21,80+ years,492,Rheumatic heart disease,2,Percent,2023,0.004813043708090102,0.0059912077846188206,0.0035593692531907545
1,All Population,1,Deaths,560,Oregon,1,Male,21,80+ years,492,Rheumatic heart disease,3,Rate,2023,27.940800039498782,33.946234627685065,21.537378207749356
1,All Population,1,Deaths,560,Oregon,2,Female,21,80+ years,492,Rheumatic heart disease,3,Rate,2023,47.65601665772159,59.45291325546786,35.1996522312806
1,All Population,1,Deaths,560,Oregon,1,Male,25,50-69 years,492,Rheumatic heart disease,1,Number,2023,9.922813029937469,11.909587168875028,8.176834844964297
1,All Population,1,Deaths,560,Oregon,2,Female,25,50-69 years,492,Rheumatic heart disease,1,Number,2023,11.669614002087677,13.966323580255175,9.59518178888918
1,All Population,1,Deaths,560,Oregon,1,Male,25,50-69 years,492,Rheumatic heart disease,2,Percent,2023,0.0016779303042302315,0.0020109544460526862,0.0013890734155224788
1,All Population,1,Deaths,560,Oregon,2,Female,25,50-69 years,492,Rheumatic heart disease,2,Percent,2023,0.0030300823861105675,0.0035525272449546306,0.0025054884698307643
1,All Population,1,Deaths,560,Oregon,1,Male,25,50-69 years,492,Rheumatic heart disease,3,Rate,2023,1.9262065765911163,2.3118771924816595,1.5872790313140563
1,All Population,1,Deaths,560,Oregon,2,Female,25,50-69 years,492,Rheumatic heart disease,3,Rate,2023,2.2028862483363874,2.6364387159040827,1.8112933306320422
1,All Population,1,Deaths,560,Oregon,1,Male,41,50-74 years,492,Rheumatic heart disease,1,Number,2023,15.100747889341891,18.027630732791454,12.638371198823029
1,All Population,1,Deaths,560,Oregon,2,Female,41,50-74 years,492,Rheumatic heart disease,1,Number,2023,19.427804086586328,22.43854272235536,16.509637917427987
1,All Population,1,Deaths,560,Oregon,1,Male,41,50-74 years,492,Rheumatic heart disease,2,Percent,2023,0.0017252412266600065,0.0020497262225548534,0.0014409838116072541
1,All Population,1,Deaths,560,Oregon,2,Female,41,50-74 years,492,Rheumatic heart disease,2,Percent,2023,0.003313188602884124,0.0038210409126429898,0.002793671785502687
1,All Population,1,Deaths,560,Oregon,1,Male,41,50-74 years,492,Rheumatic heart disease,3,Rate,2023,2.4171241387966775,2.885620085101765,2.0229800751331646
1,All Population,1,Deaths,560,Oregon,2,Female,41,50-74 years,492,Rheumatic heart disease,3,Rate,2023,2.977893496046982,3.4393794654234298,2.5305970328547875
1,All Population,1,Deaths,560,Oregon,1,Male,11,30-34 years,493,Ischemic heart disease,1,Number,2023,7.079352129587162,8.7334017218305,5.492055647404761
1,All Population,1,Deaths,560,Oregon,2,Female,11,30-34 years,493,Ischemic heart disease,1,Number,2023,1.5954933527717239,2.120964742814192,1.1889670957811604
1,All Population,1,Deaths,560,Oregon,1,Male,11,30-34 years,493,Ischemic heart disease,2,Percent,2023,0.016412747244731803,0.020259469500128024,0.012941864941822659
